Codename,Product,"Sub
#","Ver
#",Region,1st Party,Platform,"Product
Code",Submitter,Sub Date,Sub Month,Result,"Result
Date","Days
in Test",Fail Reason,"Notes
(detail Fail reason if any)","Build Path
hyperlink",
Raijin,Patch,1,1.01,WW,Sony,PS4,CUSA-42359,SOJ,25-Apr-25,Apr-25,PASS,25-Apr-25,1,,,Y:\Raijin\Auto\PS4\Rev26833_R_day1,
Raijin,Patch,1,1.001.000,WW,Sony,PS5,PPSA-15366,SOJ,25-Apr-25,Apr-25,PASS,25-Apr-25,1,,,Y:\Raijin\Auto\PS5\Rev26833_R_day1,
Raijin,Patch,1,1.01,NA/EU,Nintendo,NSW,HAC-P-BCB9C,SOA,25-Apr-25,Apr-25,PASS,1-May-25,5,,,Y:\Raijin\Auto\NX\Rev26833_EFIGS_R_day1,
Raijin,Patch,1,1.0.1.0,WW,Microsoft,XBS,9NB58STJ848G,SOA,25-Apr-25,Apr-25,PASS,28-Apr-25,2,,,Y:\Raijin\Auto\XBSX\Rev26833_R_day1,
Gelande,Game,2,1.0.0,WW,Nintendo,NSW2,BEE-U-AAGRA,SOJ,25-Apr-25,Apr-25,PASS,2-May-25,6,,,,
Raijin,Game,1,Build ID: 18172421,WW,Valve,Steam,2288350,SOA,28-Apr-25,Apr-25,PASS,2-May-25,5,,,,
Terra,Game,1,1.00,WW,Nintendo,NSW,HAC-P-A8QFA,SOJ,28-Apr-25,Apr-25,PRE,2-May-25,5,Presubmission,,,
Terra,DLC,1,1.00,WW,Nintendo,NSW,HAC-M-A8QFA,SOJ,28-Apr-25,Apr-25,PRE,2-May-25,5,Presubmission,,,
Macan,Patch,1,2.7.202.0,WW,Microsoft,MSPC,9N4BH9FLLMWD,SOA,29-Apr-25,Apr-25,PASS,29-Apr-25,1,,,,
APK2,Game,3,1.00,WW,Nintendo,NSW,HAC-P-BC7VB,SOJ,30-Apr-25,Apr-25,PASS,8-May-25,7,,,X:\APK2\Final Submissions\NX\1 Base Game\Sub 3\CL169497_20250426,
PPT,Patch,1,1.1.2,NA,Nintendo,NSW,HAC-U-BAACB,SOA,1-May-25,May-25,PASS,6-May-25,4,,Brazil eShop patch,,
Terra,Game,1,0.01,WW,Sony,PS5,PPSA-08804,SOJ,1-May-25,May-25,PRE,9-May-25,7,Presubmission,,,
Terra,DLC,1,0.01,WW,Sony,PS5,PPSA-08804,SOJ,1-May-25,May-25,PRE,9-May-25,7,Presubmission,,,
Terra,DLC,1,0.01,WW,Sony,PS5,PPSA-08804,SOJ,1-May-25,May-25,PRE,9-May-25,7,Presubmission,,,
Terra,DLC,1,0.01,WW,Sony,PS5,PPSA-08804,SOJ,1-May-25,May-25,PRE,9-May-25,7,Presubmission,,,
Terra,DLC,1,0.01,WW,Sony,PS5,PPSA-08804,SOJ,1-May-25,May-25,PRE,9-May-25,7,Presubmission,,,
Terra,Game,1,0.01,WW,Sony,PS4,CUSA-35016,SOJ,1-May-25,May-25,PRE,9-May-25,7,Presubmission,,,
Terra,DLC,1,0.01,WW,Sony,PS4,CUSA-35016,SOJ,1-May-25,May-25,PRE,9-May-25,7,Presubmission,,,
Terra,DLC,1,0.01,WW,Sony,PS4,CUSA-35016,SOJ,1-May-25,May-25,PRE,9-May-25,7,Presubmission,,,
Terra,DLC,1,0.01,WW,Sony,PS4,CUSA-35016,SOJ,1-May-25,May-25,PRE,9-May-25,7,Presubmission,,,
Terra,Game,1,1.0.0.0,WW,Microsoft,XBS,9NJZSFP2ZNVK,SOA,1-May-25,May-25,PRE,7-May-25,5,Presubmission,7 CFRs,,
Terra,DLC,1,1.0.0.0,WW,Microsoft,XBS,9NJZSFP2ZNVK,SOA,1-May-25,May-25,PRE,7-May-25,5,Presubmission,,,
Terra,DLC,1,1.0.0.0,WW,Microsoft,XBS,9NJZSFP2ZNVK,SOA,1-May-25,May-25,PRE,7-May-25,5,Presubmission,,,
Terra,DLC,1,1.0.0.0,WW,Microsoft,XBS,9NJZSFP2ZNVK,SOA,1-May-25,May-25,PRE,7-May-25,5,Presubmission,,,
Terra,Game,1,1.0.0.0,WW,Microsoft,XB1,9NJZSFP2ZNVK,SOA,1-May-25,May-25,PRE,7-May-25,5,Presubmission,7 CFRs,,
Terra,DLC,1,1.0.0.0,WW,Microsoft,XB1,9NJZSFP2ZNVK,SOA,1-May-25,May-25,PRE,7-May-25,5,Presubmission,,,
Terra,DLC,1,1.0.0.0,WW,Microsoft,XB1,9NJZSFP2ZNVK,SOA,1-May-25,May-25,PRE,7-May-25,5,Presubmission,,,
Terra,DLC,1,1.0.0.0,WW,Microsoft,XB1,9NJZSFP2ZNVK,SOA,1-May-25,May-25,PRE,7-May-25,5,Presubmission,,,
Mist,Game,1,1.00,WW,Sony,PS4,CUSA-45905,SOJ,8-May-25,May-25,PASS,9-May-25,2,,,"\\SOA-GBuild01.SOA.Sega.us\Storage\Mist\20250505\PACKAGES\PS4\RELEASE\UP0177-CUSA45905_00-SHINOBIAOV000001-A0100-
V0100.pkg ",
Mist,DLC,1,1.00,WW,Sony,PS4,CUSA-45905,SOJ,8-May-25,May-25,PASS,9-May-25,2,,DLC 1; SHINOBIAOVDLC001,Z:\Mist\20250502\DLCS\PS4\DLC4\UP0177-CUSA45905_00-SHINOBIAOVDLC001-A0000-V0100.pkg,
Mist,DLC,1,1.00,WW,Sony,PS4,CUSA-45905,SOJ,8-May-25,May-25,PASS,9-May-25,2,,DLC 3; SHINOBIAOVDLC003,Z:\Mist\20250502\DLCS\PS4\DLC4\UP0177-CUSA45905_00-SHINOBIAOVDLC003-A0000-V0100.pkg,
Mist,DLC,1,1.00,WW,Sony,PS4,CUSA-45905,SOJ,8-May-25,May-25,PASS,9-May-25,2,,DLC 4; SHINOBIAOVDLC004,Z:\Mist\20250502\DLCS\PS4\DLC4\UP0177-CUSA45905_00-SHINOBIAOVDLC004-A0000-V0100.pkg,
Mist,Application,1,1.00,WW,Sony,PS4,CUSA-45905,SOJ,8-May-25,May-25,PASS,10-May-25,2,,DAS; SHINOBIAOVASB001,Z:\Mist\DAS\20250430\1.00_check\202504301438_orbis_ww_r973\UP0177-CUSA53454_00-SHINOBIAOVASB001-A0100-V0100.pkg,
Mist,Game,1,1.00,WW,Sony,PS5,PPSA-19461,SOJ,8-May-25,May-25,PASS,10-May-25,2,,,"\\SOA-GBuild01.SOA.Sega.us\Storage\Mist\20250505\PACKAGES\PS5\RELEASE\UP0177-PPSA19461_00-SHINOBIAOV000001-
A01000000-V0100.pkg ",
Mist,DLC,1,1.00,WW,Sony,PS5,PPSA-19461,SOJ,8-May-25,May-25,PASS,9-May-25,2,,DLC 1; SHINOBIAOVDLC001,Z:\Mist\20250424\DLCs\PS5\DLC4\SHINOBIAOVDLC001.pkg,
Mist,DLC,1,1.00,WW,Sony,PS5,PPSA-19461,SOJ,8-May-25,May-25,PASS,9-May-25,2,,DLC 3; SHINOBIAOVDLC003,Z:\Mist\20250424\DLCs\PS5\DLC4\SHINOBIAOVDLC003.pkg,
Mist,DLC,1,1.00,WW,Sony,PS5,PPSA-19461,SOJ,8-May-25,May-25,PASS,9-May-25,2,,DLC 4; SHINOBIAOVDLC004,Z:\Mist\20250424\DLCs\PS5\DLC4\SHINOBIAOVDLC004.pkg,
Mist,Application,1,1.00,WW,Sony,PS5,PPSA-19461,SOJ,8-May-25,May-25,PASS,12-May-25,3,,DAS; SHINOBIAOVASB001,Z:\Mist\DAS\20250430\1.00_check\202504301438_prospero_ww_r973\UP0177-PPSA28468_00-SHINOBIAOVASB001.pkg,
Mist,Game,1,1.0.0,WW,Nintendo,NSW,HAC-P-BCU8A,SOJ,8-May-25,May-25,PASS,15-May-25,6,,,\\SOA-GBuild01.SOA.Sega.us\Storage\Mist\20250506\PACKAGES\Switch\RELEASE\SHINOBI_AOV,
Mist,DLC,1,1.0.0,WW,Nintendo,NSW,HAC-M-BCU8A,SOJ,8-May-25,May-25,PASS,15-May-25,6,,"DLC 1, 3, 4",Z:\Mist\20250414\Switch\DLC_0.nsp,
Mist,Application,1,1.0.0,WW,Nintendo,NSW,HAC-P-BNAWA,SOJ,8-May-25,May-25,PASS,16-May-25,7,,DAS; will address issue w/ artbook becoming unresponsive in day-1 patch,Z:\Mist\DAS\20250430\1.00_check\202504301438_nx64_ww_r973\1.00_check\_nx64_ww\check.nsp,
Mist,Game,1,1.0.1.0,WW,Microsoft,XB1,9P37NBQJ58ML,SOA,8-May-25,May-25,PASS,13-May-25,4,,,"\\SOAGBuild01.SOA.Sega.us\Storage\Mist\20250505\PACKAGES\XboxOne\RELEASE\SEGAofAmericaInc.164089883729D_1.0.1.0_neutral__s
751p9cej88mt_x.xvc",
Mist,DLC,1,1.0.1.0,WW,Microsoft,XB1,9P37NBQJ58ML,SOA,8-May-25,May-25,PASS,8-May-25,1,,DLC 1,Z:\Mist\20250430\DLCS\XboxOne\DLC1\SEGAofAmericaInc.164089883729D.DLC01_1.0.1.0_neutral__s751p9cej88mt_x.xvc,
Mist,DLC,1,1.0.1.0,WW,Microsoft,XB1,9P37NBQJ58ML,SOA,8-May-25,May-25,PASS,8-May-25,1,,DLC 3,Z:\Mist\20250430\DLCS\XboxOne\DLC3\SEGAofAmericaInc.164089883729D.DLC03_1.0.1.0_neutral__s751p9cej88mt_x.xvc,
Mist,DLC,1,1.0.1.0,WW,Microsoft,XB1,9P37NBQJ58ML,SOA,8-May-25,May-25,PASS,9-May-25,2,,DLC 4,Z:\Mist\20250430\DLCS\XboxOne\DLC4\SEGAofAmericaInc.164089883729D.DLC04_1.0.1.0_neutral__s751p9cej88mt_x.xvc,
Mist,Application,1,1.0.1.0,WW,Microsoft,XB1,9P37NBQJ58ML,SOA,8-May-25,May-25,PASS,8-May-25,1,,DAS,Z:\Mist\DAS\20250430\1.00_check\202504301438_uwp_glb_r973\dlc_das_signed.msix,
Mist,Game,1,1.0.1.0,WW,Microsoft,XBS,9P37NBQJ58ML,SOA,8-May-25,May-25,PASS,13-May-25,4,,DLC 1,Z:\Mist\20250430\DLCS\XbowSeries\DLC1\SEGAofAmericaInc.164089883729D.DLC01_1.0.1.0_neutral__s751p9cej88mt_xs.xvc,
Mist,DLC,1,1.0.1.0,WW,Microsoft,XBS,9P37NBQJ58ML,SOA,8-May-25,May-25,PASS,8-May-25,1,,DLC 3,Z:\Mist\20250430\DLCS\XbowSeries\DLC3\SEGAofAmericaInc.164089883729D.DLC03_1.0.1.0_neutral__s751p9cej88mt_xs.xvc,
Mist,DLC,1,1.0.1.0,WW,Microsoft,XBS,9P37NBQJ58ML,SOA,8-May-25,May-25,PASS,9-May-25,2,,DLC 4,Z:\Mist\20250430\DLCS\XbowSeries\DLC4\SEGAofAmericaInc.164089883729D.DLC04_1.0.1.0_neutral__s751p9cej88mt_xs.xvc,
Mist,Application,1,1.0.1.0,WW,Microsoft,XBS,9P37NBQJ58ML,SOA,8-May-25,May-25,PASS,8-May-25,1,,DAS,Z:\Mist\DAS\20250430\1.00_check\202504301438_uwp_glb_r973\dlc_das_signed.msix,
Mist,DLC,1,1.0.1.0,WW,Microsoft,XBS,9P37NBQJ58ML,SOA,8-May-25,May-25,PASS,8-May-25,1,,,,
CFB,Patch,1,1.0.1a,NA,Nintendo,NSW,HAC-P-AJ2AC,SOA,8-May-25,May-25,PASS,14-May-25,5,,Brazil eShop patch,\\soa-gbuild01.soa.sega.us\Storage\Catherine Full Body Switch\No Debug\20250416_ClassInd16\patch2,
Tenp2,Patch,1,1.0.1,WW,Nintendo,NSW2,BEE-U-AAGGA,SOJ,15-May-25,May-25,PASS,26-May-25,8,,,,
PRF,Patch,1,1.013.000,WW,Sony,PS5,PPSA-02075,SOJ,16-May-25,May-25,PASS,16-May-25,1,,Patch release date for 1.13 = 5/21 @ 1800,Y:\PRF\Auto\PS5\RELEASE\RELEASE\Patch8-2025-04-09-15.00.00.00,
PRF,Patch,1,1.0.113.0,WW,Microsoft,XBS,9N5DV8310XP7,SOA,16-May-25,May-25,PASS,16-May-25,1,,,,
PRF,Patch,1,1.0.113.0,WW,Microsoft,MSPC,9N5DV8310XP7,SOA,16-May-25,May-25,PASS,16-May-25,1,,,,
PRF,Patch,1,1.13,NA,Sony,PS4,CUSA-47038,SOA,16-May-25,May-25,PASS,16-May-25,1,,,,
PRF,Patch,1,1.13,EU,Sony,PS4,CUSA-47037,SOA,16-May-25,May-25,PASS,16-May-25,1,,,,
PRF,Patch,1,1.13,WW,Valve,Steam,2679460,SOA,16-May-25,May-25,PASS,16-May-25,1,,,,
Carina,Game,1,1.0.0,WW,Nintendo,NSW2,HAC-P-AAUZA,SOJ,26-May-25,May-25,PASS,27-May-25,2,,,\\soa-gbuild01.soa.sega.us\storage\Carina\Auto\20250522_package,
Sonic Forces,Patch,1,1.2.0,NA,Nintendo,NSW,HAC-U-ABQLA,SOA,28-May-25,May-25,PASS,4-Jun-25,6,,,\\soa-gbuild01.soa.sega.us\storage\Wars\Patch,
Terra,Game,1,1.00,WW,Nintendo,NSW,HAC-P-A8QFA,SOJ,29-May-25,May-25,FAIL,5-Jun-25,6,Compliance,Guideline 0100: Joy-Con Strap Usage notice required,,
Terra,DLC,1,1.00,WW,Nintendo,NSW,HAC-M-A8QFA,SOJ,29-May-25,May-25,PASS,1-Jul-25,24,,"DLC07, DLC08, DLC10",,
Raijin,Patch,1,1.02,NA,Nintendo,NSW,HAC-U-BCB9C,SOA,30-May-25,May-25,PASS,4-Jun-25,4,,,\\soa-gbuild01.soa.sega.us\storage2\Raijin\Final Submissions\NX\4 Patch 2,
Raijin,DLC,1,"01, 00",NA,Nintendo,NSW,HAC-M-BCB9C,SOA,30-May-25,May-25,PASS,4-Jun-25,4,,"DLC03, DLC04",\\soa-gbuild01.soa.sega.us\storage2\Raijin\Final Submissions\NX\0 DLC\Rev26992_EFIGS_DLC_day1_ver1.02,
Raijin,Patch,1,1.0.2.0,WW,Microsoft,XBS,9NB58STJ848G,SOA,30-May-25,May-25,PASS,4-Jun-25,4,,,\\soa-gbuild01.soa.sega.us\storage2\Raijin\Final Submissions\XBSX\3 Patch 2,
Raijin,DLC,1,1.0.0.1,WW,Microsoft,XBS,9NB58STJ848G,SOA,30-May-25,May-25,PASS,30-May-25,1,,DLC03,\\soa-gbuild01.soa.sega.us\storage2\Raijin\Final Submissions\XBSX\0 DLC\Rev26992_DLC_day1_ver1.02,
Raijin,DLC,1,1.0.0.1,WW,Microsoft,XBS,9NB58STJ848G,SOA,30-May-25,May-25,PASS,30-May-25,1,,DLC04,\\soa-gbuild01.soa.sega.us\storage2\Raijin\Final Submissions\XBSX\0 DLC\Rev26992_DLC_day1_ver1.02,
Raijin,DLC,1,1.0.0.1,WW,Microsoft,XBS,9NB58STJ848G,SOA,30-May-25,May-25,PASS,30-May-25,1,,DLC07,\\soa-gbuild01.soa.sega.us\storage2\Raijin\Final Submissions\XBSX\0 DLC\Rev26992_DLC_day1_ver1.02,
Raijin,Patch,1,1.02,WW,Sony,PS4,CUSA-42359,SOA,30-May-25,May-25,PASS,30-May-25,1,,,\\soa-gbuild01.soa.sega.us\storage2\Raijin\Final Submissions\PS4\3 Patch 2,
Raijin,DLC,1,1.01,WW,Sony,PS4,CUSA-42359,SOA,30-May-25,May-25,PASS,2-Jun-25,2,,DLC01,\\soa-gbuild01.soa.sega.us\storage2\Raijin\Final Submissions\PS4\0 DLC\Rev26992_DLC_day1_ver1.02,
Raijin,DLC,1,1.01,WW,Sony,PS4,CUSA-42359,SOA,30-May-25,May-25,PASS,2-Jun-25,2,,DLC02,\\soa-gbuild01.soa.sega.us\storage2\Raijin\Final Submissions\PS4\0 DLC\Rev26992_DLC_day1_ver1.02,
Raijin,DLC,1,1.01,WW,Sony,PS4,CUSA-42359,SOA,30-May-25,May-25,PASS,2-Jun-25,2,,DLC03,\\soa-gbuild01.soa.sega.us\storage2\Raijin\Final Submissions\PS4\0 DLC\Rev26992_DLC_day1_ver1.02,
Raijin,DLC,1,1.00,WW,Sony,PS4,CUSA-42359,SOA,30-May-25,May-25,PASS,2-Jun-25,2,,DLC04,\\soa-gbuild01.soa.sega.us\storage2\Raijin\Final Submissions\PS4\0 DLC\Rev26992_DLC_day1_ver1.02,
Raijin,DLC,1,1.01,WW,Sony,PS4,CUSA-42359,SOA,30-May-25,May-25,PASS,2-Jun-25,2,,DLC05,\\soa-gbuild01.soa.sega.us\storage2\Raijin\Final Submissions\PS4\0 DLC\Rev26992_DLC_day1_ver1.02,
Raijin,DLC,1,1.01,WW,Sony,PS4,CUSA-42359,SOA,30-May-25,May-25,PASS,2-Jun-25,2,,DLC06,\\soa-gbuild01.soa.sega.us\storage2\Raijin\Final Submissions\PS4\0 DLC\Rev26992_DLC_day1_ver1.02,
Raijin,DLC,1,1.01,WW,Sony,PS4,CUSA-42359,SOA,30-May-25,May-25,PASS,2-Jun-25,2,,DLC07,\\soa-gbuild01.soa.sega.us\storage2\Raijin\Final Submissions\PS4\0 DLC\Rev26992_DLC_day1_ver1.02,
Raijin,DLC,1,1.01,WW,Sony,PS4,CUSA-42359,SOA,30-May-25,May-25,PASS,2-Jun-25,2,,DLC08,\\soa-gbuild01.soa.sega.us\storage2\Raijin\Final Submissions\PS4\0 DLC\Rev26992_DLC_day1_ver1.02,
Raijin,DLC,1,1.01,WW,Sony,PS4,CUSA-42359,SOA,30-May-25,May-25,PASS,2-Jun-25,2,,DLC10,\\soa-gbuild01.soa.sega.us\storage2\Raijin\Final Submissions\PS4\0 DLC\Rev26992_DLC_day1_ver1.02,
Raijin,Patch,1,1.02,WW,Sony,PS5,PPSA-15366,SOA,30-May-25,May-25,PASS,30-May-25,1,,,\\soa-gbuild01.soa.sega.us\storage2\Raijin\Final Submissions\PS5\3 Patch 2,
Raijin,DLC,1,1.01,WW,Sony,PS5,PPSA-15366,SOA,30-May-25,May-25,PASS,1-Jun-25,1,,DLC01,\\soa-gbuild01.soa.sega.us\storage2\Raijin\Final Submissions\PS5\0 DLC\Rev26992_DLC_day1_ver1.02,
Raijin,DLC,1,1.01,WW,Sony,PS5,PPSA-15366,SOA,30-May-25,May-25,PASS,1-Jun-25,1,,DLC02,\\soa-gbuild01.soa.sega.us\storage2\Raijin\Final Submissions\PS5\0 DLC\Rev26992_DLC_day1_ver1.02,
Raijin,DLC,1,1.01,WW,Sony,PS5,PPSA-15366,SOA,30-May-25,May-25,PASS,1-Jun-25,1,,DLC03,\\soa-gbuild01.soa.sega.us\storage2\Raijin\Final Submissions\PS5\0 DLC\Rev26992_DLC_day1_ver1.02,
Raijin,DLC,1,1.00,WW,Sony,PS5,PPSA-15366,SOA,30-May-25,May-25,PASS,2-Jun-25,2,,DLC04,\\soa-gbuild01.soa.sega.us\storage2\Raijin\Final Submissions\PS5\0 DLC\Rev26992_DLC_day1_ver1.02,
Raijin,DLC,1,1.01,WW,Sony,PS5,PPSA-15366,SOA,30-May-25,May-25,PASS,2-Jun-25,2,,DLC05,\\soa-gbuild01.soa.sega.us\storage2\Raijin\Final Submissions\PS5\0 DLC\Rev26992_DLC_day1_ver1.02,
Raijin,DLC,1,1.01,WW,Sony,PS5,PPSA-15366,SOA,30-May-25,May-25,PASS,2-Jun-25,2,,DLC06,\\soa-gbuild01.soa.sega.us\storage2\Raijin\Final Submissions\PS5\0 DLC\Rev26992_DLC_day1_ver1.02,
Raijin,DLC,1,1.01,WW,Sony,PS5,PPSA-15366,SOA,30-May-25,May-25,PASS,2-Jun-25,2,,DLC07,\\soa-gbuild01.soa.sega.us\storage2\Raijin\Final Submissions\PS5\0 DLC\Rev26992_DLC_day1_ver1.02,
Raijin,DLC,1,1.01,WW,Sony,PS5,PPSA-15366,SOA,30-May-25,May-25,PASS,2-Jun-25,2,,DLC08,\\soa-gbuild01.soa.sega.us\storage2\Raijin\Final Submissions\PS5\0 DLC\Rev26992_DLC_day1_ver1.02,
Raijin,DLC,1,1.01,WW,Sony,PS5,PPSA-15366,SOA,30-May-25,May-25,PASS,2-Jun-25,2,,DLC10,\\soa-gbuild01.soa.sega.us\storage2\Raijin\Final Submissions\PS5\0 DLC\Rev26992_DLC_day1_ver1.02,
Fujin,Patch,1,1.02,NA,Nintendo,NSW2,BEE-U-AATRC,SOA,30-May-25,May-25,PASS,3-Jun-25,3,,,\\soa-gbuild01.soa.sega.us\storage\Fujin\Final Submissions\Ounce\2 Patch 1\2025_05_28,
Fujin,DLC,1,"01, 00",NA,Nintendo,NSW2,BEE-M-AATRC,SOA,30-May-25,May-25,PASS,3-Jun-25,3,,"DLC03, DLC04",\\soa-gbuild01.soa.sega.us\storage\Fujin\Final Submissions\Ounce\0.1 DLC\2025_05_23\DLC4_plus,
Raijin,Patch,1,1.02,WW,Valve,Steam,18702106,SOA,5-Jun-25,Jun-25,PASS,5-Jun-25,1,,,n/a,
Raijin,DLC,1,1.01,WW,Valve,Steam,2486842,SOA,5-Jun-25,Jun-25,PASS,5-Jun-25,1,,DLC03,n/a,
Raijin,DLC,1,1.00,WW,Valve,Steam,2486843,SOA,5-Jun-25,Jun-25,PASS,5-Jun-25,1,,DLC04,n/a,
Raijin,DLC,1,1.01,WW,Valve,Steam,2486846,SOA,5-Jun-25,Jun-25,PASS,5-Jun-25,1,,DLC07,n/a,
AdamS,Patch,1,1.04,WW,Valve,Steam,18670335,SOA,5-Jun-25,Jun-25,PASS,5-Jun-25,1,,,n/a,
Mist,Game,1,1.00,WW,Valve,Steam,18322941,SOA,6-Jun-25,Jun-25,PASS,16-Jun-25,7,,,n/a,
Mist,Patch,1,1.01,WW,Nintendo,NSW,HAC-U-BNAWA,SOJ,6-Jun-25,Jun-25,PASS,17-Jun-25,8,,DAS D1 patch,"\\SOA-GBuild01.soa.sega.us\Storage\Mist\DAS\20250528\_nx64_ww_patch2\master_patch_v1.01.nsp

",
Carina,Patch,1,1.00a,WW,Nintendo,NSW2,BEE-U-AAUZA,SOJ,10-Jun-25,Jun-25,PASS,22-Jun-25,9,,Temp waiver approved to fix error viewer applet bug in D1P,\\soa-gbuild01.soa.sega.us\storage\Carina\Final Submissions\Ounce\v1\20250604_package\Potion\all\xrd777-Sage-PotionPatch-v1.nsp,
Carina,Application,1,1.0.0,WW,Nintendo,NSW2,BEE-P-AAVKA,SOJ,10-Jun-25,Jun-25,PASS,17-Jun-25,6,,Digital artbook,,
