Codename,Product,"Sub
#","Ver
#",Region,1st Party,Platform,"Product
Code",Submitter,Sub Date,Sub Month,Result,"Result
Date","Days
in Test",Fail Reason,"Notes
(detail Fail reason if any)","Build Path
hyperlink",
Carina,Application,1,1.0.0,WW,Nintendo,NSW2,BEE-P-AAVMA,SOJ,10-Jun-25,Jun-25,PASS,17-Jun-25,6,,Digital soundtrack,,
Carina,DLC,1,0,WW,Nintendo,NSW2,BEE-M-AAUZA,SOJ,10-Jun-25,Jun-25,PASS,22-Jun-25,9,,DLC ROM containing 13 indexed add-ons,\\soa-gbuild01.soa.sega.us\storage\Carina\Final Submissions\Ounce\DLC\20250526_DLC,
Terra,Game,1,1.0.0.1,WW,Microsoft,XB1,9NJZSFP2ZNVK,SOA,11-Jun-25,Jun-25,PASS,16-Jun-25,4,,,,
Terra,DLC,1,1.0.0.0,WW,Microsoft,XB1,9NJZSFP2ZNVK,SOA,11-Jun-25,Jun-25,PASS,16-Jun-25,4,,DLC07; certified during pre-cert,\\soa-gbuild01.soa.sega.us\Storage2\Terra\Final Submissions\XB1\Precert\20250425\DLC0007\SEGAofAmericaInc.tu9d00541fnaDLC007_1.0.0.0_neutral__s751p9cej88mt_x.xvc,
Terra,DLC,1,1.0.0.0,WW,Microsoft,XB1,9NJZSFP2ZNVK,SOA,11-Jun-25,Jun-25,PASS,16-Jun-25,4,,DLC08; certified during pre-cert,\\soa-gbuild01.soa.sega.us\Storage2\Terra\Final Submissions\XB1\Precert\20250425\DLC0008\SEGAofAmericaInc.tu9d00541fnaDLC008_1.0.0.0_neutral__s751p9cej88mt_x.xvc,
Terra,DLC,1,1.0.0.0,WW,Microsoft,XB1,9NJZSFP2ZNVK,SOA,11-Jun-25,Jun-25,PASS,16-Jun-25,4,,DLC10; certified during pre-cert,\\soa-gbuild01.soa.sega.us\Storage2\Terra\Final Submissions\XB1\Precert\20250425\DLC0010\SEGAofAmericaInc.tu9d00541fnaDLC010_1.0.0.0_neutral__s751p9cej88mt_x.xvc,
Terra,Game,1,2.0.0.1,WW,Microsoft,XBS,9NJZSFP2ZNVK,SOA,11-Jun-25,Jun-25,PASS,16-Jun-25,4,,,\\soa-gbuild01.soa.sega.us\storage2\Terra\Final Submissions\XBSX\Base Game\168902 Shipping,
Terra,DLC,1,1.0.0.0,WW,Microsoft,XBS,9NJZSFP2ZNVK,SOA,11-Jun-25,Jun-25,PASS,16-Jun-25,4,,DLC07; certified during pre-cert,\\soa-gbuild01.soa.sega.us\Storage2\Terra\Final Submissions\XBSX\Precert\20250425\DLC0007\SEGAofAmericaInc.tu9d00541fnaDLC007_1.0.0.0_neutral__s751p9cej88mt_xs.xvc,
Terra,DLC,1,1.0.0.0,WW,Microsoft,XBS,9NJZSFP2ZNVK,SOA,11-Jun-25,Jun-25,PASS,16-Jun-25,4,,DLC08; certified during pre-cert,\\soa-gbuild01.soa.sega.us\Storage2\Terra\Final Submissions\XBSX\Precert\20250425\DLC0008\SEGAofAmericaInc.tu9d00541fnaDLC008_1.0.0.0_neutral__s751p9cej88mt_xs.xvc,
Terra,DLC,1,1.0.0.0,WW,Microsoft,XBS,9NJZSFP2ZNVK,SOA,11-Jun-25,Jun-25,PASS,16-Jun-25,4,,DLC10; certified during pre-cert,\\soa-gbuild01.soa.sega.us\Storage2\Terra\Final Submissions\XBSX\Precert\20250425\DLC0010\SEGAofAmericaInc.tu9d00541fnaDLC010_1.0.0.0_neutral__s751p9cej88mt_xs.xvc,
Terra,Game,1,1.00,WW,Sony,PS5,PPSA-08804,SOJ,16-Jun-25,Jun-25,PASS,27-Jun-25,10,,Slot 6/23-6/26,\\soa-gbuild01.soa.sega.us\storage2\Terra\Final Submissions\PS5\Base Game\168902 Retail,
Terra,DLC,1,1.00,WW,Sony,PS5,PPSA-08804,SOJ,16-Jun-25,Jun-25,PASS,24-Jun-25,7,,"DLC07, Sonic Prime Set","\\soa-gbuild01.soa.sega.us\storage2\Terra\Final Submissions\PS5\DLC\2025052901 Master_DLC, Shipping",
Terra,DLC,1,1.00,WW,Sony,PS5,PPSA-08804,SOJ,16-Jun-25,Jun-25,PASS,24-Jun-25,7,,"DLC08, Werehog Set","\\soa-gbuild01.soa.sega.us\storage2\Terra\Final Submissions\PS5\DLC\2025052901 Master_DLC, Shipping",
Terra,DLC,1,1.00,WW,Sony,PS5,PPSA-08804,SOJ,16-Jun-25,Jun-25,PASS,24-Jun-25,7,,"DLC10, Extreme Gear Set","\\soa-gbuild01.soa.sega.us\storage2\Terra\Final Submissions\PS5\DLC\2025052901 Master_DLC, Shipping",
Terra,DLC,1,1.00,WW,Sony,PS5,PPSA-08804,SOJ,16-Jun-25,Jun-25,PASS,24-Jun-25,7,,"DLC11, CNT Incentive (PS5 only)","\\soa-gbuild01.soa.sega.us\storage2\Terra\Final Submissions\PS5\DLC\2025052901 Master_DLC, Shipping",
APK2,Patch,1,1.0.0.7,WW,Microsoft,XB1,9P95J9QZ0SW4,SOA,17-Jun-25,Jun-25,PASS,20-Jun-25,4,,"1.0.0.7, XR-099 not tested, XR-132 SAL general MS note",,
APK2,Patch,1,2.0.0.7,WW,Microsoft,XBS,9P95J9QZ0SW4,SOA,17-Jun-25,Jun-25,PASS,20-Jun-25,4,,"2.0.0.7, XR-099 not tested, XR-132 SAL general MS note",,
APK2,Patch,1,1.01,WW,Sony,PS4,CUSA-50716,SOJ,18-Jun-25,Jun-25,PASS,21-Jun-25,3,,Slot 6/11-6/13 ON HOLD,,
Terra,Game,2,1.0.0,WW,Nintendo,NSW,HAC-P-A8QFA,SOJ,18-Jun-25,Jun-25,PASS,1-Jul-25,10,,Temp waiver approved to fix user account issue in D1P,,
Tenp2,Patch,1,1.0.2,WW,Nintendo,NSW2,BEE-U-AAGGA,SOA,18-Jun-25,Jun-25,PASS,25-Jun-25,6,,Hotfix patch,,
APK2,Patch,1,1.000.001,WW,Sony,PS5,PPSA-25427,SOJ,20-Jun-25,Jun-25,FAIL,22-Jun-25,1,Compliance,Slot 6/20-6/22; failed due to NC MF per DLCs,,
APK2,DLC,1,1.00,WW,Sony,PS5,PPSA-25427,SOJ,22-Jun-25,Jun-25,FAIL,1-Jul-25,7,Compliance,"PS5 Tournament Reward: Title - January Participant
All DLC failed for PlayStation Tournaments NC MF",,
APK2,DLC,1,1.00,WW,Sony,PS5,PPSA-25427,SOJ,22-Jun-25,Jun-25,FAIL,1-Jul-25,7,Compliance,PS5 Tournament Reward: Title - February Participant,,
APK2,DLC,1,1.00,WW,Sony,PS5,PPSA-25427,SOJ,22-Jun-25,Jun-25,FAIL,1-Jul-25,7,Compliance,PS5 Tournament Reward: Title - March Participant,,
APK2,DLC,1,1.00,WW,Sony,PS5,PPSA-25427,SOJ,22-Jun-25,Jun-25,FAIL,1-Jul-25,7,Compliance,PS5 Tournament Reward: Title - April Participant,,
APK2,DLC,1,1.00,WW,Sony,PS5,PPSA-25427,SOJ,22-Jun-25,Jun-25,FAIL,1-Jul-25,7,Compliance,PS5 Tournament Reward: Title - May Participant,,
APK2,DLC,1,1.00,WW,Sony,PS5,PPSA-25427,SOJ,22-Jun-25,Jun-25,FAIL,1-Jul-25,7,Compliance,PS5 Tournament Reward: Title - June Participant,,
APK2,DLC,1,1.00,WW,Sony,PS5,PPSA-25427,SOJ,22-Jun-25,Jun-25,FAIL,1-Jul-25,7,Compliance,PS5 Tournament Reward: Title - July Participant,,
APK2,DLC,1,1.00,WW,Sony,PS5,PPSA-25427,SOJ,22-Jun-25,Jun-25,FAIL,1-Jul-25,7,Compliance,PS5 Tournament Reward: Title - August Participant,,
APK2,DLC,1,1.00,WW,Sony,PS5,PPSA-25427,SOJ,22-Jun-25,Jun-25,FAIL,1-Jul-25,7,Compliance,PS5 Tournament Reward: Title - September Participant,,
APK2,DLC,1,1.00,WW,Sony,PS5,PPSA-25427,SOJ,22-Jun-25,Jun-25,FAIL,1-Jul-25,7,Compliance,PS5 Tournament Reward: Title -October Participant,,
APK2,DLC,1,1.00,WW,Sony,PS5,PPSA-25427,SOJ,22-Jun-25,Jun-25,FAIL,1-Jul-25,7,Compliance,PS5 Tournament Reward: Title - November Participant,,
APK2,DLC,1,1.00,WW,Sony,PS5,PPSA-25427,SOJ,22-Jun-25,Jun-25,FAIL,1-Jul-25,7,Compliance,PS5 Tournament Reward: Title - December Participant,,
APK2,DLC,1,1.00,WW,Sony,PS5,PPSA-25427,SOJ,22-Jun-25,Jun-25,FAIL,1-Jul-25,7,Compliance,PS5 Tournament Reward: Title - January Champion,,
APK2,DLC,1,1.00,WW,Sony,PS5,PPSA-25427,SOJ,22-Jun-25,Jun-25,FAIL,1-Jul-25,7,Compliance,PS5 Tournament Reward: Title - February Champion,,
APK2,DLC,1,1.00,WW,Sony,PS5,PPSA-25427,SOJ,22-Jun-25,Jun-25,FAIL,1-Jul-25,7,Compliance,PS5 Tournament Reward: Title - March Champion,,
APK2,DLC,1,1.00,WW,Sony,PS5,PPSA-25427,SOJ,22-Jun-25,Jun-25,FAIL,1-Jul-25,7,Compliance,PS5 Tournament Reward: Title - April Champion,,
APK2,DLC,1,1.00,WW,Sony,PS5,PPSA-25427,SOJ,22-Jun-25,Jun-25,FAIL,1-Jul-25,7,Compliance,PS5 Tournament Reward: Title - May Champion,,
APK2,DLC,1,1.00,WW,Sony,PS5,PPSA-25427,SOJ,22-Jun-25,Jun-25,FAIL,1-Jul-25,7,Compliance,PS5 Tournament Reward: Title - June Champion,,
APK2,DLC,1,1.00,WW,Sony,PS5,PPSA-25427,SOJ,22-Jun-25,Jun-25,FAIL,1-Jul-25,7,Compliance,PS5 Tournament Reward: Title - July Champion,,
APK2,DLC,1,1.00,WW,Sony,PS5,PPSA-25427,SOJ,22-Jun-25,Jun-25,FAIL,1-Jul-25,7,Compliance,PS5 Tournament Reward: Title - August Champion,,
APK2,DLC,1,1.00,WW,Sony,PS5,PPSA-25427,SOJ,22-Jun-25,Jun-25,FAIL,1-Jul-25,7,Compliance,PS5 Tournament Reward: Title - September Champion,,
APK2,DLC,1,1.00,WW,Sony,PS5,PPSA-25427,SOJ,22-Jun-25,Jun-25,FAIL,1-Jul-25,7,Compliance,PS5 Tournament Reward: Title -October Champion,,
APK2,DLC,1,1.00,WW,Sony,PS5,PPSA-25427,SOJ,22-Jun-25,Jun-25,FAIL,1-Jul-25,7,Compliance,PS5 Tournament Reward: Title - November Champion,,
APK2,DLC,1,1.00,WW,Sony,PS5,PPSA-25427,SOJ,22-Jun-25,Jun-25,FAIL,1-Jul-25,7,Compliance,PS5 Tournament Reward: Title - December Champion,,
APK2,DLC,1,1.00,WW,Sony,PS5,PPSA-25427,SOJ,22-Jun-25,Jun-25,FAIL,1-Jul-25,7,Compliance,PS5 Tournament Victory Reward: Memorable Quote #1,,
APK2,DLC,1,1.00,WW,Sony,PS5,PPSA-25427,SOJ,22-Jun-25,Jun-25,FAIL,1-Jul-25,7,Compliance,PS5 Tournament Victory Reward: Memorable Quote #2,,
APK2,DLC,1,1.00,WW,Sony,PS5,PPSA-25427,SOJ,22-Jun-25,Jun-25,FAIL,1-Jul-25,7,Compliance,PS5 Tournament Victory Reward: Memorable Quote #3,,
APK2,DLC,1,1.00,WW,Sony,PS5,PPSA-25427,SOJ,22-Jun-25,Jun-25,FAIL,1-Jul-25,7,Compliance,PS5 Tournament Victory Reward: Memorable Quote #4,,
APK2,DLC,1,1.00,WW,Sony,PS5,PPSA-25427,SOJ,22-Jun-25,Jun-25,FAIL,1-Jul-25,7,Compliance,PS5 Tournament Victory Reward: Memorable Quote #5,,
APK2,DLC,1,1.00,WW,Sony,PS5,PPSA-25427,SOJ,22-Jun-25,Jun-25,FAIL,1-Jul-25,7,Compliance,PS5 Tournament Victory Reward: Memorable Quote #6,,
APK2,DLC,1,1.00,WW,Sony,PS5,PPSA-25427,SOJ,22-Jun-25,Jun-25,FAIL,1-Jul-25,7,Compliance,PS5 Tournament Victory Reward: Memorable Quote #7,,
APK2,DLC,1,1.00,WW,Sony,PS5,PPSA-25427,SOJ,22-Jun-25,Jun-25,FAIL,1-Jul-25,7,Compliance,PS5 Tournament Victory Reward: Memorable Quote #8,,
APK2,DLC,1,1.00,WW,Sony,PS5,PPSA-25427,SOJ,22-Jun-25,Jun-25,FAIL,1-Jul-25,7,Compliance,PS5 Tournament Victory Reward: Memorable Quote #9,,
APK2,DLC,1,1.00,WW,Sony,PS5,PPSA-25427,SOJ,22-Jun-25,Jun-25,FAIL,1-Jul-25,7,Compliance,PS5 Tournament Victory Reward: Memorable Quote #10,,
APK2,DLC,1,1.00,WW,Sony,PS5,PPSA-25427,SOJ,22-Jun-25,Jun-25,FAIL,1-Jul-25,7,Compliance,PS5 Tournament Victory Reward: Memorable Quote #11,,
APK2,DLC,1,1.00,WW,Sony,PS5,PPSA-25427,SOJ,22-Jun-25,Jun-25,FAIL,1-Jul-25,7,Compliance,PS5 Tournament Victory Reward: Memorable Quote #12,,
APK2,DLC,1,1.00,WW,Sony,PS5,PPSA-25427,SOJ,22-Jun-25,Jun-25,FAIL,1-Jul-25,7,Compliance,PS5 Tournament Victory Reward: Memorable Quote #13,,
APK2,DLC,1,1.00,WW,Sony,PS5,PPSA-25427,SOJ,22-Jun-25,Jun-25,FAIL,1-Jul-25,7,Compliance,PS5 Tournament Victory Reward: Memorable Quote #14,,
APK2,DLC,1,1.00,WW,Sony,PS5,PPSA-25427,SOJ,22-Jun-25,Jun-25,FAIL,1-Jul-25,7,Compliance,PS5 Tournament Victory Reward: Memorable Quote #15,,
APK2,DLC,1,1.00,WW,Sony,PS5,PPSA-25427,SOJ,22-Jun-25,Jun-25,FAIL,1-Jul-25,7,Compliance,PS5 Tournament Victory Reward: Memorable Quote #16,,
APK2,DLC,1,1.00,WW,Sony,PS5,PPSA-25427,SOJ,22-Jun-25,Jun-25,FAIL,1-Jul-25,7,Compliance,PS5 Tournament Victory Reward: Memorable Quote #17,,
APK2,DLC,1,1.00,WW,Sony,PS5,PPSA-25427,SOJ,22-Jun-25,Jun-25,FAIL,1-Jul-25,7,Compliance,PS5 Tournament Victory Reward: Memorable Quote #18,,
APK2,DLC,1,1.00,WW,Sony,PS5,PPSA-25427,SOJ,22-Jun-25,Jun-25,FAIL,1-Jul-25,7,Compliance,PS5 Tournament Victory Reward: Memorable Quote #19,,
APK2,DLC,1,1.00,WW,Sony,PS5,PPSA-25427,SOJ,22-Jun-25,Jun-25,FAIL,1-Jul-25,7,Compliance,PS5 Tournament Victory Reward: Memorable Quote #20,,
APK2,DLC,1,1.00,WW,Sony,PS5,PPSA-25427,SOJ,22-Jun-25,Jun-25,FAIL,1-Jul-25,7,Compliance,PS5 Tournament Victory Reward: Memorable Quote #21,,
APK2,DLC,1,1.00,WW,Sony,PS5,PPSA-25427,SOJ,22-Jun-25,Jun-25,FAIL,1-Jul-25,7,Compliance,PS5 Tournament Victory Reward: Memorable Quote #22,,
APK2,DLC,1,1.00,WW,Sony,PS5,PPSA-25427,SOJ,22-Jun-25,Jun-25,FAIL,1-Jul-25,7,Compliance,PS5 Tournament Victory Reward: Memorable Quote #23,,
APK2,DLC,1,1.00,WW,Sony,PS5,PPSA-25427,SOJ,22-Jun-25,Jun-25,FAIL,1-Jul-25,7,Compliance,PS5 Tournament Victory Reward: Memorable Quote #24,,
APK2,DLC,1,1.00,WW,Sony,PS5,PPSA-25427,SOJ,22-Jun-25,Jun-25,PASS,11-Jul-25,15,,Kimetsu Points: 100,,
APK2,DLC,1,1.00,WW,Sony,PS5,PPSA-25427,SOJ,22-Jun-25,Jun-25,PASS,11-Jul-25,15,,Kimetsu Points: 200,,
APK2,DLC,1,1.00,WW,Sony,PS5,PPSA-25427,SOJ,22-Jun-25,Jun-25,PASS,11-Jul-25,15,,Kimetsu Points: 300,,
APK2,DLC,1,1.00,WW,Sony,PS5,PPSA-25427,SOJ,22-Jun-25,Jun-25,PASS,11-Jul-25,15,,Kimetsu Points: 400,,
APK2,DLC,1,1.00,WW,Sony,PS5,PPSA-25427,SOJ,22-Jun-25,Jun-25,PASS,11-Jul-25,15,,Kimetsu Points: 500,,
APK2,DLC,1,1.00,WW,Sony,PS5,PPSA-25427,SOJ,22-Jun-25,Jun-25,PASS,11-Jul-25,15,,Kimetsu Points: 600,,
APK2,DLC,1,1.00,WW,Sony,PS5,PPSA-25427,SOJ,22-Jun-25,Jun-25,PASS,11-Jul-25,15,,Kimetsu Points: 700,,
APK2,DLC,1,1.00,WW,Sony,PS5,PPSA-25427,SOJ,22-Jun-25,Jun-25,PASS,11-Jul-25,15,,Kimetsu Points: 800,,
APK2,DLC,1,1.00,WW,Sony,PS5,PPSA-25427,SOJ,22-Jun-25,Jun-25,PASS,11-Jul-25,15,,Kimetsu Points: 900,,
APK2,DLC,1,1.00,WW,Sony,PS5,PPSA-25427,SOJ,22-Jun-25,Jun-25,PASS,11-Jul-25,15,,Kimetsu Points: 1000,,
APK2,Patch,1,1.01,WW,Valve,Steam,18739504,SOA,23-Jun-25,Jun-25,PASS,23-Jun-25,1,,,,
Terra,Game,1,1.00,WW,Sony,PS4,CUSA-35016,SOJ,23-Jun-25,Jun-25,PASS,27-Jun-25,5,,Slot moved to 6/23-6/26,,
Terra,DLC,1,1.00,WW,Sony,PS4,CUSA-35016,SOJ,23-Jun-25,Jun-25,PASS,24-Jun-25,2,,DLC07,,
Terra,DLC,1,1.00,WW,Sony,PS4,CUSA-35016,SOJ,23-Jun-25,Jun-25,PASS,24-Jun-25,2,,DLC08,,
Terra,DLC,1,1.00,WW,Sony,PS4,CUSA-35016,SOJ,23-Jun-25,Jun-25,PASS,24-Jun-25,2,,DLC10,,
Carina,DLC,1,0,WW,Nintendo,NSW2,BEE-M-AAUZA,SOJ,25-Jun-25,Jun-25,PASS,27-Jun-25,3,,DLC archive 01 to add dummy data for DAS products,\\soa-gbuild01.soa.sega.us\storageCarina\Auto\DLC\20250618\DegitalAppBundleDLC\SageDegitalAppBundleFlag\AOC-DABundle.nsp,
Mist,Demo,1,1.00,WW,Sony,PS4,CUSA-55058,SOJ,27-Jun-25,Jun-25,PASS,29-Jun-25,1,,,,
Mist,Demo,1,1.000.000,WW,Sony,PS5,PPSA-30774,SOJ,27-Jun-25,Jun-25,PASS,29-Jun-25,1,,,,
Mist,Demo,1,1.0.1.0,WW,Microsoft,XB1,9PNVPKFTM8B,SOA,27-Jun-25,Jun-25,PASS,2-Jul-25,4,,,,
Mist,Demo,1,1.0.1.0,WW,Microsoft,XBS,9PNVPKFTM8BS,SOA,27-Jun-25,Jun-25,PASS,2-Jul-25,4,,,,
Mist,Demo,1,1.00,WW,Nintendo,NSW,HAC-P-BQSUA,SOJ,27-Jun-25,Jun-25,PASS,9-Jul-25,9,,,,
Mist,Demo,1,1.00,WW,Valve,Steam,18996050,SOA,27-Jun-25,Jun-25,PASS,2-Jul-25,4,,Q1 END,,
APK2,Patch,1,1.01,WW,Nintendo,NSW,HAC-P-BC7VB,SOJ,30-Jun-25,Jun-25,PASS,8-Jul-25,7,,Still in test as of 7/7,,
Tenp2,Patch,1,1.0.3,WW,Nintendo,NSW2,BEE-U-AAGGA,SOJ,4-Jul-25,Jul-25,PASS,22-Jul-25,13,,"v3 patch to address various bugs post-launch
still in test as of Jul 17",,
Miller,Patch,1,1.01,WW,Nintendo,NSW2,BEE-P-AAHPA,SOJ,6-Jul-25,Jul-25,PASS,14-Jul-25,6,,To change NSW2 app icon for end users to distinguish from NSW1 ver,,
AdamS,Patch,1,1.05,WW,Valve,Steam,19106890,SOA,7-Jul-25,Jul-25,PASS,7-Jul-25,1,,,,
APK2,Patch,2,1.000.001,WW,Sony,PS5,PPSA-25427,SOJ,9-Jul-25,Jul-25,PASS,13-Jul-25,3,,"PS5 D1P resub; 2 MFs (SIEAsia binary MDT issue; NC issue for using incorrect ""PS5®"" term in EFIG; correct = PS5™)",,
APK2,DLC,1,1.01,WW,Sony,PS5,PPSA-25427,SOJ,10-Jul-25,Jul-25,PASS,13-Jul-25,2,,PS5 Tournament Reward: Title - January Participant,,
APK2,DLC,1,1.01,WW,Sony,PS5,PPSA-25427,SOJ,10-Jul-25,Jul-25,PASS,13-Jul-25,2,,PS5 Tournament Reward: Title - February Participant,,
APK2,DLC,1,1.01,WW,Sony,PS5,PPSA-25427,SOJ,10-Jul-25,Jul-25,PASS,13-Jul-25,2,,PS5 Tournament Reward: Title - March Participant,,
APK2,DLC,1,1.01,WW,Sony,PS5,PPSA-25427,SOJ,10-Jul-25,Jul-25,PASS,13-Jul-25,2,,PS5 Tournament Reward: Title - April Participant,,
APK2,DLC,1,1.01,WW,Sony,PS5,PPSA-25427,SOJ,10-Jul-25,Jul-25,PASS,13-Jul-25,2,,PS5 Tournament Reward: Title - May Participant,,
APK2,DLC,1,1.01,WW,Sony,PS5,PPSA-25427,SOJ,10-Jul-25,Jul-25,PASS,13-Jul-25,2,,PS5 Tournament Reward: Title - June Participant,,
APK2,DLC,1,1.01,WW,Sony,PS5,PPSA-25427,SOJ,10-Jul-25,Jul-25,PASS,13-Jul-25,2,,PS5 Tournament Reward: Title - July Participant,,
APK2,DLC,1,1.01,WW,Sony,PS5,PPSA-25427,SOJ,10-Jul-25,Jul-25,PASS,13-Jul-25,2,,PS5 Tournament Reward: Title - August Participant,,
APK2,DLC,1,1.01,WW,Sony,PS5,PPSA-25427,SOJ,10-Jul-25,Jul-25,PASS,13-Jul-25,2,,PS5 Tournament Reward: Title - September Participant,,
APK2,DLC,1,1.01,WW,Sony,PS5,PPSA-25427,SOJ,10-Jul-25,Jul-25,PASS,13-Jul-25,2,,PS5 Tournament Reward: Title -October Participant,,
APK2,DLC,1,1.01,WW,Sony,PS5,PPSA-25427,SOJ,10-Jul-25,Jul-25,PASS,13-Jul-25,2,,PS5 Tournament Reward: Title - November Participant,,
APK2,DLC,1,1.01,WW,Sony,PS5,PPSA-25427,SOJ,10-Jul-25,Jul-25,PASS,13-Jul-25,2,,PS5 Tournament Reward: Title - December Participant,,
APK2,DLC,1,1.01,WW,Sony,PS5,PPSA-25427,SOJ,10-Jul-25,Jul-25,PASS,13-Jul-25,2,,PS5 Tournament Reward: Title - January Champion,,
APK2,DLC,1,1.01,WW,Sony,PS5,PPSA-25427,SOJ,10-Jul-25,Jul-25,PASS,13-Jul-25,2,,PS5 Tournament Reward: Title - February Champion,,
APK2,DLC,1,1.01,WW,Sony,PS5,PPSA-25427,SOJ,10-Jul-25,Jul-25,PASS,13-Jul-25,2,,PS5 Tournament Reward: Title - March Champion,,
APK2,DLC,1,1.01,WW,Sony,PS5,PPSA-25427,SOJ,10-Jul-25,Jul-25,PASS,13-Jul-25,2,,PS5 Tournament Reward: Title - April Champion,,
APK2,DLC,1,1.01,WW,Sony,PS5,PPSA-25427,SOJ,10-Jul-25,Jul-25,PASS,13-Jul-25,2,,PS5 Tournament Reward: Title - May Champion,,
APK2,DLC,1,1.01,WW,Sony,PS5,PPSA-25427,SOJ,10-Jul-25,Jul-25,PASS,13-Jul-25,2,,PS5 Tournament Reward: Title - June Champion,,
APK2,DLC,1,1.01,WW,Sony,PS5,PPSA-25427,SOJ,10-Jul-25,Jul-25,PASS,13-Jul-25,2,,PS5 Tournament Reward: Title - July Champion,,
APK2,DLC,1,1.01,WW,Sony,PS5,PPSA-25427,SOJ,10-Jul-25,Jul-25,PASS,13-Jul-25,2,,PS5 Tournament Reward: Title - August Champion,,
APK2,DLC,1,1.01,WW,Sony,PS5,PPSA-25427,SOJ,10-Jul-25,Jul-25,PASS,13-Jul-25,2,,PS5 Tournament Reward: Title - September Champion,,
APK2,DLC,1,1.01,WW,Sony,PS5,PPSA-25427,SOJ,10-Jul-25,Jul-25,PASS,13-Jul-25,2,,PS5 Tournament Reward: Title -October Champion,,
APK2,DLC,1,1.01,WW,Sony,PS5,PPSA-25427,SOJ,10-Jul-25,Jul-25,PASS,13-Jul-25,2,,PS5 Tournament Reward: Title - November Champion,,
APK2,DLC,1,1.01,WW,Sony,PS5,PPSA-25427,SOJ,10-Jul-25,Jul-25,PASS,13-Jul-25,2,,PS5 Tournament Reward: Title - December Champion,,
APK2,DLC,1,1.01,WW,Sony,PS5,PPSA-25427,SOJ,10-Jul-25,Jul-25,PASS,13-Jul-25,2,,PS5 Tournament Victory Reward: Memorable Quote #1,,
APK2,DLC,1,1.01,WW,Sony,PS5,PPSA-25427,SOJ,10-Jul-25,Jul-25,PASS,13-Jul-25,2,,PS5 Tournament Victory Reward: Memorable Quote #2,,
APK2,DLC,1,1.01,WW,Sony,PS5,PPSA-25427,SOJ,10-Jul-25,Jul-25,PASS,13-Jul-25,2,,PS5 Tournament Victory Reward: Memorable Quote #3,,
APK2,DLC,1,1.01,WW,Sony,PS5,PPSA-25427,SOJ,10-Jul-25,Jul-25,PASS,13-Jul-25,2,,PS5 Tournament Victory Reward: Memorable Quote #4,,
APK2,DLC,1,1.01,WW,Sony,PS5,PPSA-25427,SOJ,10-Jul-25,Jul-25,PASS,13-Jul-25,2,,PS5 Tournament Victory Reward: Memorable Quote #5,,
APK2,DLC,1,1.01,WW,Sony,PS5,PPSA-25427,SOJ,10-Jul-25,Jul-25,PASS,13-Jul-25,2,,PS5 Tournament Victory Reward: Memorable Quote #6,,
APK2,DLC,1,1.01,WW,Sony,PS5,PPSA-25427,SOJ,10-Jul-25,Jul-25,PASS,13-Jul-25,2,,PS5 Tournament Victory Reward: Memorable Quote #7,,
APK2,DLC,1,1.01,WW,Sony,PS5,PPSA-25427,SOJ,10-Jul-25,Jul-25,PASS,13-Jul-25,2,,PS5 Tournament Victory Reward: Memorable Quote #8,,
APK2,DLC,1,1.01,WW,Sony,PS5,PPSA-25427,SOJ,10-Jul-25,Jul-25,PASS,13-Jul-25,2,,PS5 Tournament Victory Reward: Memorable Quote #9,,
APK2,DLC,1,1.01,WW,Sony,PS5,PPSA-25427,SOJ,10-Jul-25,Jul-25,PASS,13-Jul-25,2,,PS5 Tournament Victory Reward: Memorable Quote #10,,
APK2,DLC,1,1.01,WW,Sony,PS5,PPSA-25427,SOJ,10-Jul-25,Jul-25,PASS,13-Jul-25,2,,PS5 Tournament Victory Reward: Memorable Quote #11,,
APK2,DLC,1,1.01,WW,Sony,PS5,PPSA-25427,SOJ,10-Jul-25,Jul-25,PASS,13-Jul-25,2,,PS5 Tournament Victory Reward: Memorable Quote #12,,
APK2,DLC,1,1.01,WW,Sony,PS5,PPSA-25427,SOJ,10-Jul-25,Jul-25,PASS,13-Jul-25,2,,PS5 Tournament Victory Reward: Memorable Quote #13,,
APK2,DLC,1,1.01,WW,Sony,PS5,PPSA-25427,SOJ,10-Jul-25,Jul-25,PASS,13-Jul-25,2,,PS5 Tournament Victory Reward: Memorable Quote #14,,
APK2,DLC,1,1.01,WW,Sony,PS5,PPSA-25427,SOJ,10-Jul-25,Jul-25,PASS,13-Jul-25,2,,PS5 Tournament Victory Reward: Memorable Quote #15,,
APK2,DLC,1,1.01,WW,Sony,PS5,PPSA-25427,SOJ,10-Jul-25,Jul-25,PASS,13-Jul-25,2,,PS5 Tournament Victory Reward: Memorable Quote #16,,
APK2,DLC,1,1.01,WW,Sony,PS5,PPSA-25427,SOJ,10-Jul-25,Jul-25,PASS,13-Jul-25,2,,PS5 Tournament Victory Reward: Memorable Quote #17,,
APK2,DLC,1,1.01,WW,Sony,PS5,PPSA-25427,SOJ,10-Jul-25,Jul-25,PASS,13-Jul-25,2,,PS5 Tournament Victory Reward: Memorable Quote #18,,
APK2,DLC,1,1.01,WW,Sony,PS5,PPSA-25427,SOJ,10-Jul-25,Jul-25,PASS,13-Jul-25,2,,PS5 Tournament Victory Reward: Memorable Quote #19,,
